GEO.id,fipstext,state,county,poverty
0500000US17067,17067,IL,Hancock County,2186
0500000US17069,17069,IL,Hardin County,857
0500000US17071,17071,IL,Henderson County,794
0500000US17073,17073,IL,Henry County,5556
0500000US17075,17075,IL,Iroquois County,3688
0500000US17077,17077,IL,Jackson County,12930
0500000US17079,17079,IL,Jasper County,1009
0500000US17081,17081,IL,Jefferson County,5697
0500000US17083,17083,IL,Jersey County,2369
0500000US17085,17085,IL,Jo Daviess County,2145
0500000US17087,17087,IL,Johnson County,1594
0500000US17089,17089,IL,Kane County,55134
0500000US17091,17091,IL,Kankakee County,14958
0500000US17093,17093,IL,Kendall County,5778
0500000US17095,17095,IL,Knox County,8036
0500000US17097,17097,IL,Lake County,59478
0500000US17099,17099,IL,La Salle County,14193
0500000US17101,17101,IL,Lawrence County,2566
0500000US17103,17103,IL,Lee County,4148
0500000US17105,17105,IL,Livingston County,4823
0500000US17107,17107,IL,Logan County,3450
0500000US17109,17109,IL,McDonough County,5470
0500000US17111,17111,IL,McHenry County,22253
0500000US17113,17113,IL,McLean County,20429
0500000US17115,17115,IL,Macon County,17760
0500000US17117,17117,IL,Macoupin County,5962
0500000US17119,17119,IL,Madison County,34772
0500000US17121,17121,IL,Marion County,5891
0500000US17123,17123,IL,Marshall County,1144
0500000US17125,17125,IL,Mason County,1996
0500000US17127,17127,IL,Massac County,2972
0500000US17129,17129,IL,Menard County,1191
0500000US17131,17131,IL,Mercer County,1581
0500000US17133,17133,IL,Monroe County,1599
0500000US17135,17135,IL,Montgomery County,4220
0500000US17137,17137,IL,Morgan County,4962
0500000US17139,17139,IL,Moultrie County,1444
0500000US17141,17141,IL,Ogle County,5167
0500000US17143,17143,IL,Peoria County,27254
0500000US17145,17145,IL,Perry County,2953
0500000US17147,17147,IL,Piatt County,1115
0500000US17149,17149,IL,Pike County,2506
0500000US17151,17151,IL,Pope County,720
0500000US17153,17153,IL,Pulaski County,1183
0500000US17155,17155,IL,Putnam County,448
0500000US17157,17157,IL,Randolph County,3850
0500000US17159,17159,IL,Richland County,2235
0500000US17161,17161,IL,Rock Island County,21769
0500000US17163,17163,IL,St. Clair County,39745
0500000US17165,17165,IL,Saline County,4795
0500000US17167,17167,IL,Sangamon County,26767
0500000US17169,17169,IL,Schuyler County,823
0500000US17171,17171,IL,Scott County,575
0500000US17173,17173,IL,Shelby County,2521
0500000US17175,17175,IL,Stark County,652
0500000US17177,17177,IL,Stephenson County,6916
0500000US17179,17179,IL,Tazewell County,11526
0500000US17181,17181,IL,Union County,2957
0500000US17183,17183,IL,Vermilion County,15183
0500000US17185,17185,IL,Wabash County,1529
0500000US17187,17187,IL,Warren County,2213
0500000US17189,17189,IL,Washington County,1290
0500000US17191,17191,IL,Wayne County,2272
0500000US17193,17193,IL,White County,2246
0500000US17195,17195,IL,Whiteside County,6586
0500000US17197,17197,IL,Will County,48627
0500000US17199,17199,IL,Williamson County,10423
0500000US17201,17201,IL,Winnebago County,43858
0500000US17203,17203,IL,Woodford County,2515
0500000US18001,18001,IN,Adams County,5271
0500000US18003,18003,IN,Allen County,54642
0500000US18005,18005,IN,Bartholomew County,9336
0500000US18007,18007,IN,Benton County,980
0500000US18009,18009,IN,Blackford County,1530
0500000US18011,18011,IN,Boone County,4481
0500000US18013,18013,IN,Brown County,1613
0500000US18015,18015,IN,Carroll County,2033
0500000US18017,18017,IN,Cass County,4648
0500000US18019,18019,IN,Clark County,11983
0500000US18021,18021,IN,Clay County,3666
0500000US18023,18023,IN,Clinton County,4317
0500000US18025,18025,IN,Crawford County,1797
0500000US18027,18027,IN,Daviess County,4609
0500000US18029,18029,IN,Dearborn County,3988
0500000US18031,18031,IN,Decatur County,3021
0500000US18033,18033,IN,De Kalb County,3780
0500000US18035,18035,IN,Delaware County,23202
0500000US18037,18037,IN,Dubois County,2730
0500000US18039,18039,IN,Elkhart County,26390
0500000US18041,18041,IN,Fayette County,4071
0500000US18043,18043,IN,Floyd County,7759
0500000US18045,18045,IN,Fountain County,2145
0500000US18047,18047,IN,Franklin County,2414
0500000US18049,18049,IN,Fulton County,2471
0500000US18051,18051,IN,Gibson County,3532
0500000US18053,18053,IN,Grant County,12585
0500000US18055,18055,IN,Greene County,5120
0500000US18057,18057,IN,Hamilton County,14927
0500000US18059,18059,IN,Hancock County,5327
0500000US18061,18061,IN,Harrison County,3997
0500000US18063,18063,IN,Hendricks County,9008
0500000US18065,18065,IN,Henry County,7244
0500000US18067,18067,IN,Howard County,12011
0500000US18069,18069,IN,Huntington County,3880
0500000US18071,18071,IN,Jackson County,5677
0500000US18073,18073,IN,Jasper County,3032
0500000US18075,18075,IN,Jay County,2878
0500000US18077,18077,IN,Jefferson County,4061
0500000US18079,18079,IN,Jennings County,3478
0500000US18081,18081,IN,Johnson County,11300
0500000US18083,18083,IN,Knox County,5952
0500000US18085,18085,IN,Kosciusko County,7985
0500000US18087,18087,IN,Lagrange County,3851
0500000US18089,18089,IN,Lake County,79529
0500000US18091,18091,IN,La Porte County,16218
0500000US18093,18093,IN,Lawrence County,6139
0500000US18095,18095,IN,Madison County,21548
0500000US18097,18097,IN,Marion County,173996
0500000US18099,18099,IN,Marshall County,5490
0500000US18101,18101,IN,Martin County,1241
0500000US18103,18103,IN,Miami County,5100
0500000US18105,18105,IN,Monroe County,30977
0500000US18107,18107,IN,Montgomery County,4157
0500000US18109,18109,IN,Morgan County,7254
0500000US18111,18111,IN,Newton County,1666
0500000US18113,18113,IN,Noble County,5308
0500000US18115,18115,IN,Ohio County,590
0500000US18117,18117,IN,Orange County,3103
0500000US18119,18119,IN,Owen County,2827
0500000US18121,18121,IN,Parke County,2497
0500000US18123,18123,IN,Perry County,2612
0500000US18125,18125,IN,Pike County,1392
0500000US18127,18127,IN,Porter County,12749
0500000US18129,18129,IN,Posey County,2192
0500000US18131,18131,IN,Pulaski County,1435
0500000US18133,18133,IN,Putnam County,4080
0500000US18135,18135,IN,Randolph County,3801
0500000US18137,18137,IN,Ripley County,3448
0500000US18139,18139,IN,Rush County,2277
0500000US18141,18141,IN,St. Joseph County,41889
0500000US18143,18143,IN,Scott County,3690
0500000US18145,18145,IN,Shelby County,5340
0500000US18147,18147,IN,Spencer County,1847
0500000US18149,18149,IN,Starke County,3694
0500000US18151,18151,IN,Steuben County,3493
0500000US18153,18153,IN,Sullivan County,2640
0500000US18155,18155,IN,Switzerland County,1780
0500000US18157,18157,IN,Tippecanoe County,30478
0500000US18159,18159,IN,Tipton County,1268
0500000US18161,18161,IN,Union County,912
0500000US18163,18163,IN,Vanderburgh County,30462
0500000US18165,18165,IN,Vermillion County,2039
0500000US18167,18167,IN,Vigo County,17567
0500000US18169,18169,IN,Wabash County,3428
0500000US18171,18171,IN,Warren County,731
0500000US18173,18173,IN,Warrick County,4615
0500000US18175,18175,IN,Washington County,3898
0500000US18177,18177,IN,Wayne County,10859
0500000US18179,18179,IN,Wells County,2663
0500000US18181,18181,IN,White County,2571
0500000US18183,18183,IN,Whitley County,2954
0500000US19001,19001,IA,Adair County,740
0500000US19003,19003,IA,Adams County,452
0500000US19005,19005,IA,Allamakee County,1786
0500000US19007,19007,IA,Appanoose County,2304
0500000US19009,19009,IA,Audubon County,616
0500000US19011,19011,IA,Benton County,1975
0500000US19013,19013,IA,Black Hawk County,20556
0500000US19015,19015,IA,Boone County,2389
0500000US19017,19017,IA,Bremer County,1557
0500000US19019,19019,IA,Buchanan County,2084
0500000US19021,19021,IA,Buena Vista County,2338
0500000US19023,19023,IA,Butler County,1416
0500000US19025,19025,IA,Calhoun County,1138
0500000US19027,19027,IA,Carroll County,1762
0500000US19029,19029,IA,Cass County,1654
0500000US19031,19031,IA,Cedar County,1207
0500000US19033,19033,IA,Cerro Gordo County,4907
0500000US19035,19035,IA,Cherokee County,1213
0500000US19037,19037,IA,Chickasaw County,1303
0500000US19039,19039,IA,Clarke County,1061
0500000US19041,19041,IA,Clay County,1457
0500000US19043,19043,IA,Clayton County,1709
0500000US19045,19045,IA,Clinton County,6272
0500000US19047,19047,IA,Crawford County,2345
0500000US19049,19049,IA,Dallas County,4118
0500000US19051,19051,IA,Davis County,1125
0500000US19053,19053,IA,Decatur County,1469
0500000US19055,19055,IA,Delaware County,1626
0500000US19057,19057,IA,Des Moines County,6300
0500000US19059,19059,IA,Dickinson County,1332
0500000US19061,19061,IA,Dubuque County,9738
0500000US19063,19063,IA,Emmet County,1002
0500000US19065,19065,IA,Fayette County,2449
0500000US19067,19067,IA,Floyd County,2004
0500000US19069,19069,IA,Franklin County,1157
0500000US19071,19071,IA,Fremont County,790
0500000US19073,19073,IA,Greene County,998
0500000US19075,19075,IA,Grundy County,768
0500000US19077,19077,IA,Guthrie County,1036
0500000US19079,19079,IA,Hamilton County,1383
0500000US19081,19081,IA,Hancock County,947
0500000US19083,19083,IA,Hardin County,1807
0500000US19085,19085,IA,Harrison County,1518
0500000US19087,19087,IA,Henry County,2279
0500000US19089,19089,IA,Howard County,900
0500000US19091,19091,IA,Humboldt County,928
0500000US19093,19093,IA,Ida County,696
0500000US19095,19095,IA,Iowa County,1156
0500000US19097,19097,IA,Jackson County,2497
0500000US19099,19099,IA,Jasper County,3542
0500000US19101,19101,IA,Jefferson County,2311
0500000US19103,19103,IA,Johnson County,23460
0500000US19105,19105,IA,Jones County,2012
0500000US19107,19107,IA,Keokuk County,1199
0500000US19109,19109,IA,Kossuth County,1696
0500000US19111,19111,IA,Lee County,4643
0500000US19113,19113,IA,Linn County,21613
0500000US19115,19115,IA,Louisa County,1253
0500000US19117,19117,IA,Lucas County,1268
0500000US19119,19119,IA,Lyon County,840
0500000US19121,19121,IA,Madison County,1218
0500000US19123,19123,IA,Mahaska County,2640
0500000US19125,19125,IA,Marion County,2725
0500000US19127,19127,IA,Marshall County,4755
0500000US19129,19129,IA,Mills County,1276
0500000US19131,19131,IA,Mitchell County,1064
0500000US19133,19133,IA,Monona County,1111
0500000US19135,19135,IA,Monroe County,968
0500000US19137,19137,IA,Montgomery County,1287
0500000US19139,19139,IA,Muscatine County,4540
0500000US19141,19141,IA,O'Brien County,1381
0500000US19143,19143,IA,Osceola County,625
0500000US19145,19145,IA,Page County,2046
0500000US19147,19147,IA,Palo Alto County,899
0500000US19149,19149,IA,Plymouth County,2091
0500000US19151,19151,IA,Pocahontas County,792
0500000US19153,19153,IA,Polk County,50628
0500000US19155,19155,IA,Pottawattamie County,9395
0500000US19157,19157,IA,Poweshiek County,1863
0500000US19159,19159,IA,Ringgold County,696
0500000US19161,19161,IA,Sac County,1124
0500000US19163,19163,IA,Scott County,22602
0500000US19165,19165,IA,Shelby County,1037
0500000US19167,19167,IA,Sioux County,2374
0500000US19169,19169,IA,Story County,16340
0500000US19171,19171,IA,Tama County,2063
0500000US19173,19173,IA,Taylor County,751
0500000US19175,19175,IA,Union County,1586
0500000US19177,19177,IA,Van Buren County,1047
0500000US19179,19179,IA,Wapello County,5634
0500000US19181,19181,IA,Warren County,3263
0500000US19183,19183,IA,Washington County,2161
0500000US19185,19185,IA,Wayne County,1134
0500000US19187,19187,IA,Webster County,4874
0500000US19189,19189,IA,Winnebago County,1072
0500000US19191,19191,IA,Winneshiek County,1709
0500000US19193,19193,IA,Woodbury County,13318
0500000US19195,19195,IA,Worth County,662
0500000US19197,19197,IA,Wright County,1578
0500000US20001,20001,KS,Allen County,1907
0500000US20003,20003,KS,Anderson County,992
0500000US20005,20005,KS,Atchison County,2398
0500000US20007,20007,KS,Barber County,559
0500000US20009,20009,KS,Barton County,3621
0500000US20011,20011,KS,Bourbon County,2465
0500000US20013,20013,KS,Brown County,1272
0500000US20015,20015,KS,Butler County,5745
0500000US20017,20017,KS,Chase County,287
0500000US20019,20019,KS,Chautauqua County,574
0500000US20021,20021,KS,Cherokee County,3148
0500000US20023,20023,KS,Cheyenne County,292
0500000US20025,20025,KS,Clark County,231
0500000US20027,20027,KS,Clay County,819
0500000US20029,20029,KS,Cloud County,1142
0500000US20031,20031,KS,Coffey County,861
0500000US20033,20033,KS,Comanche County,208
0500000US20035,20035,KS,Cowley County,4706
0500000US20037,20037,KS,Crawford County,8318
0500000US20039,20039,KS,Decatur County,404
0500000US20041,20041,KS,Dickinson County,2084
0500000US20043,20043,KS,Doniphan County,989
0500000US20045,20045,KS,Douglas County,17501
0500000US20047,20047,KS,Edwards County,325
0500000US20049,20049,KS,Elk County,447
0500000US20051,20051,KS,Ellis County,3453
0500000US20053,20053,KS,Ellsworth County,545
0500000US20055,20055,KS,Finney County,5155
0500000US20057,20057,KS,Ford County,4453
0500000US20059,20059,KS,Franklin County,2987
0500000US20061,20061,KS,Geary County,4031
0500000US20063,20063,KS,Gove County,264
0500000US20065,20065,KS,Graham County,311
0500000US20067,20067,KS,Grant County,909
0500000US20069,20069,KS,Gray County,487
0500000US20071,20071,KS,Greeley County,149
0500000US20073,20073,KS,Greenwood County,895
0500000US20075,20075,KS,Hamilton County,341
0500000US20077,20077,KS,Harper County,809
0500000US20079,20079,KS,Harvey County,3528
0500000US20081,20081,KS,Haskell County,402
0500000US20083,20083,KS,Hodgeman County,183
0500000US20085,20085,KS,Jackson County,1173
0500000US20087,20087,KS,Jefferson County,1765
0500000US20089,20089,KS,Jewell County,363
0500000US20091,20091,KS,Johnson County,32380
0500000US20093,20093,KS,Kearny County,444
0500000US20095,20095,KS,Kingman County,778
0500000US20097,20097,KS,Kiowa County,302
0500000US20099,20099,KS,Labette County,4161
0500000US20101,20101,KS,Lane County,164
0500000US20103,20103,KS,Leavenworth County,6464
0500000US20105,20105,KS,Lincoln County,373
0500000US20107,20107,KS,Linn County,1569
0500000US20109,20109,KS,Logan County,275
0500000US20111,20111,KS,Lyon County,5212
0500000US20113,20113,KS,McPherson County,2704
0500000US20115,20115,KS,Marion County,1271
0500000US20117,20117,KS,Marshall County,995
0500000US20119,20119,KS,Meade County,444
0500000US20121,20121,KS,Miami County,2644
0500000US20123,20123,KS,Mitchell County,712
0500000US20125,20125,KS,Montgomery County,5953
0500000US20127,20127,KS,Morris County,646
0500000US20129,20129,KS,Morton County,342
0500000US20131,20131,KS,Nemaha County,928
0500000US20133,20133,KS,Neosho County,2552
0500000US20135,20135,KS,Ness County,325
0500000US20137,20137,KS,Norton County,640
0500000US20139,20139,KS,Osage County,1707
0500000US20141,20141,KS,Osborne County,501
0500000US20143,20143,KS,Ottawa County,618
0500000US20145,20145,KS,Pawnee County,840
0500000US20147,20147,KS,Phillips County,673
0500000US20149,20149,KS,Pottawatomie County,1917
0500000US20151,20151,KS,Pratt County,1048
0500000US20153,20153,KS,Rawlins County,310
0500000US20155,20155,KS,Reno County,8844
0500000US20157,20157,KS,Republic County,524
0500000US20159,20159,KS,Rice County,1167
0500000US20161,20161,KS,Riley County,11709
0500000US20163,20163,KS,Rooks County,592
0500000US20165,20165,KS,Rush County,360
0500000US20167,20167,KS,Russell County,1002
0500000US20169,20169,KS,Saline County,6426
0500000US20171,20171,KS,Scott County,370
0500000US20173,20173,KS,Sedgwick County,75334
0500000US20175,20175,KS,Seward County,3017
0500000US20177,20177,KS,Shawnee County,18931
0500000US20179,20179,KS,Sheridan County,284
0500000US20181,20181,KS,Sherman County,841
0500000US20183,20183,KS,Smith County,507
0500000US20185,20185,KS,Stafford County,547
0500000US20187,20187,KS,Stanton County,220
0500000US20189,20189,KS,Stevens County,551
0500000US20191,20191,KS,Sumner County,3091
0500000US20193,20193,KS,Thomas County,787
0500000US20195,20195,KS,Trego County,309
0500000US20197,20197,KS,Wabaunsee County,549
0500000US20199,20199,KS,Wallace County,179
0500000US20201,20201,KS,Washington County,588
0500000US20203,20203,KS,Wichita County,244
0500000US20205,20205,KS,Wilson County,1402
0500000US20207,20207,KS,Woodson County,571
0500000US20209,20209,KS,Wyandotte County,31432
0500000US21001,21001,KY,Adair County,4633
0500000US21003,21003,KY,Allen County,3790
0500000US21005,21005,KY,Anderson County,2335
0500000US21007,21007,KY,Ballard County,1277
0500000US21009,21009,KY,Barren County,9397
0500000US21011,21011,KY,Bath County,3034
0500000US21013,21013,KY,Bell County,10096
0500000US21015,21015,KY,Boone County,9662
0500000US21017,21017,KY,Bourbon County,3466
0500000US21019,21019,KY,Boyd County,8356
0500000US21021,21021,KY,Boyle County,4562
0500000US21023,21023,KY,Bracken County,1386
0500000US21025,21025,KY,Breathitt County,4466
0500000US21027,21027,KY,Breckinridge County,3386
0500000US21029,21029,KY,Bullitt County,8144
0500000US21031,21031,KY,Butler County,2234
0500000US21033,21033,KY,Caldwell County,2523
0500000US21035,21035,KY,Calloway County,7430
0500000US21037,21037,KY,Campbell County,11120
0500000US21039,21039,KY,Carlisle County,693
0500000US21041,21041,KY,Carroll County,2152
0500000US21043,21043,KY,Carter County,5932
0500000US21045,21045,KY,Casey County,4260
0500000US21047,21047,KY,Christian County,13938
0500000US21049,21049,KY,Clark County,5618
0500000US21051,21051,KY,Clay County,7945
0500000US21053,21053,KY,Clinton County,2538
0500000US21055,21055,KY,Crittenden County,1660
0500000US21057,21057,KY,Cumberland County,1679
0500000US21059,21059,KY,Daviess County,15895
0500000US21061,21061,KY,Edmonson County,2668
0500000US21063,21063,KY,Elliott County,1998
0500000US21065,21065,KY,Estill County,3852
0500000US21067,21067,KY,Fayette County,54406
0500000US21069,21069,KY,Fleming County,3066
0500000US21071,21071,KY,Floyd County,11137
0500000US21073,21073,KY,Franklin County,6708
0500000US21075,21075,KY,Fulton County,1712
0500000US21077,21077,KY,Gallatin County,1238
0500000US21079,21079,KY,Garrard County,2784
0500000US21081,21081,KY,Grant County,3787
0500000US21083,21083,KY,Graves County,7571
0500000US21085,21085,KY,Grayson County,5585
0500000US21087,21087,KY,Green County,2223
0500000US21089,21089,KY,Greenup County,6131
0500000US21091,21091,KY,Hancock County,1100
0500000US21093,21093,KY,Hardin County,14306
0500000US21095,21095,KY,Harlan County,9889
0500000US21097,21097,KY,Harrison County,2820
0500000US21099,21099,KY,Hart County,3998
0500000US21101,21101,KY,Henderson County,7739
0500000US21103,21103,KY,Henry County,2886
0500000US21105,21105,KY,Hickman County,884
0500000US21107,21107,KY,Hopkins County,8154
0500000US21109,21109,KY,Jackson County,4213
0500000US21111,21111,KY,Jefferson County,111467
0500000US21113,21113,KY,Jessamine County,8014
0500000US21115,21115,KY,Johnson County,5814
0500000US21117,21117,KY,Kenton County,20493
0500000US21119,21119,KY,Knott County,5659
0500000US21121,21121,KY,Knox County,12097
0500000US21123,21123,KY,Larue County,2312
0500000US21125,21125,KY,Laurel County,13782
0500000US21127,21127,KY,Lawrence County,4251
0500000US21129,21129,KY,Lee County,2487
0500000US21131,21131,KY,Leslie County,3265
0500000US21133,21133,KY,Letcher County,7113
0500000US21135,21135,KY,Lewis County,3545
0500000US21137,21137,KY,Lincoln County,5499
0500000US21139,21139,KY,Livingston County,1329
0500000US21141,21141,KY,Logan County,4581
0500000US21143,21143,KY,Lyon County,1152
0500000US21145,21145,KY,McCracken County,11962
0500000US21147,21147,KY,McCreary County,6168
0500000US21149,21149,KY,McLean County,1619
0500000US21151,21151,KY,Madison County,17680
0500000US21153,21153,KY,Magoffin County,3993
0500000US21155,21155,KY,Marion County,3750
0500000US21157,21157,KY,Marshall County,3734
0500000US21159,21159,KY,Martin County,4115
0500000US21161,21161,KY,Mason County,3256
0500000US21163,21163,KY,Meade County,3716
0500000US21165,21165,KY,Menifee County,1513
0500000US21167,21167,KY,Mercer County,3088
0500000US21169,21169,KY,Metcalfe County,2244
0500000US21171,21171,KY,Monroe County,2409
0500000US21173,21173,KY,Montgomery County,4881
0500000US21175,21175,KY,Morgan County,3109
0500000US21177,21177,KY,Muhlenberg County,5732
0500000US21179,21179,KY,Nelson County,5236
0500000US21181,21181,KY,Nicholas County,1376
0500000US21183,21183,KY,Ohio County,4865
0500000US21185,21185,KY,Oldham County,3582
0500000US21187,21187,KY,Owen County,1923
0500000US21189,21189,KY,Owsley County,1980
0500000US21191,21191,KY,Pendleton County,2069
0500000US21193,21193,KY,Perry County,8254
0500000US21195,21195,KY,Pike County,18486
0500000US21197,21197,KY,Powell County,3185
0500000US21199,21199,KY,Pulaski County,11876
0500000US21201,21201,KY,Robertson County,514
0500000US21203,21203,KY,Rockcastle County,3991
0500000US21205,21205,KY,Rowan County,5389
0500000US21207,21207,KY,Russell County,4361
0500000US21209,21209,KY,Scott County,5400
0500000US21211,21211,KY,Shelby County,5178
0500000US21213,21213,KY,Simpson County,2663
0500000US21215,21215,KY,Spencer County,1601
0500000US21217,21217,KY,Taylor County,5098
0500000US21219,21219,KY,Todd County,2457
0500000US21221,21221,KY,Trigg County,2046
0500000US21223,21223,KY,Trimble County,1263
0500000US21225,21225,KY,Union County,2723
0500000US21227,21227,KY,Warren County,22037
0500000US21229,21229,KY,Washington County,1851
0500000US21231,21231,KY,Wayne County,5390
0500000US21233,21233,KY,Webster County,2311
0500000US21235,21235,KY,Whitley County,10026
0500000US21237,21237,KY,Wolfe County,2252
0500000US21239,21239,KY,Woodford County,3099
0500000US22001,22001,LA,Acadia Parish,14228
0500000US22003,22003,LA,Allen Parish,4588
0500000US22005,22005,LA,Ascension Parish,12864
0500000US22007,22007,LA,Assumption Parish,4761
0500000US22009,22009,LA,Avoyelles Parish,9758
0500000US22011,22011,LA,Beauregard Parish,5243
0500000US22013,22013,LA,Bienville Parish,3171
0500000US22015,22015,LA,Bossier Parish,20555
0500000US22017,22017,LA,Caddo Parish,63909
0500000US22019,22019,LA,Calcasieu Parish,39035
0500000US22021,22021,LA,Caldwell Parish,2144
0500000US22023,22023,LA,Cameron Parish,841
0500000US22025,22025,LA,Catahoula Parish,2485
0500000US22027,22027,LA,Claiborne Parish,4593
0500000US22029,22029,LA,Concordia Parish,5239
0500000US22031,22031,LA,De Soto Parish,5669
0500000US22033,22033,LA,East Baton Rouge Parish,86888
0500000US22035,22035,LA,East Carroll Parish,2686
0500000US22037,22037,LA,East Feliciana Parish,3459
0500000US22039,22039,LA,Evangeline Parish,9463
0500000US22041,22041,LA,Franklin Parish,5728
0500000US22043,22043,LA,Grant Parish,4160
0500000US22045,22045,LA,Iberia Parish,16885
0500000US22047,22047,LA,Iberville Parish,6615
0500000US22049,22049,LA,Jackson Parish,3122
0500000US22051,22051,LA,Jefferson Parish,69610
0500000US22053,22053,LA,Jefferson Davis Parish,5933
0500000US22055,22055,LA,Lafayette Parish,42781
0500000US22057,22057,LA,Lafourche Parish,16447
0500000US22059,22059,LA,La Salle Parish,2653
0500000US22061,22061,LA,Lincoln Parish,12959
0500000US22063,22063,LA,Livingston Parish,17396
0500000US22065,22065,LA,Madison Parish,4103
0500000US22067,22067,LA,Morehouse Parish,7237
0500000US22069,22069,LA,Natchitoches Parish,11773
0500000US22071,22071,LA,Orleans Parish,91421
0500000US22073,22073,LA,Ouachita Parish,37014
0500000US22075,22075,LA,Plaquemines Parish,3575
0500000US22077,22077,LA,Pointe Coupee Parish,4332
0500000US22079,22079,LA,Rapides Parish,25575
0500000US22081,22081,LA,Red River Parish,2194
0500000US22083,22083,LA,Richland Parish,5299
0500000US22085,22085,LA,Sabine Parish,4352
0500000US22087,22087,LA,St. Bernard Parish,10604
0500000US22089,22089,LA,St. Charles Parish,6812
0500000US22091,22091,LA,St. Helena Parish,2558
0500000US22093,22093,LA,St. James Parish,4038
0500000US22095,22095,LA,St. John the Baptist Parish,7959
0500000US22097,22097,LA,St. Landry Parish,21994
0500000US22099,22099,LA,St. Martin Parish,9830
0500000US22101,22101,LA,St. Mary Parish,11371
0500000US22103,22103,LA,St. Tammany Parish,24598
0500000US22105,22105,LA,Tangipahoa Parish,27350
0500000US22107,22107,LA,Tensas Parish,1444
0500000US22109,22109,LA,Terrebonne Parish,23521
0500000US22111,22111,LA,Union Parish,4422
0500000US22113,22113,LA,Vermilion Parish,11669
0500000US22115,22115,LA,Vernon Parish,7191
0500000US22117,22117,LA,Washington Parish,12371
0500000US22119,22119,LA,Webster Parish,9276
0500000US22121,22121,LA,West Baton Rouge Parish,4231
0500000US22123,22123,LA,West Carroll Parish,2535
0500000US22125,22125,LA,West Feliciana Parish,2372
0500000US22127,22127,LA,Winn Parish,3080
0500000US23001,23001,ME,Androscoggin County,13210
0500000US23003,23003,ME,Aroostook County,10804
0500000US23005,23005,ME,Cumberland County,28431
0500000US23007,23007,ME,Franklin County,4111
0500000US23009,23009,ME,Hancock County,5877
0500000US23011,23011,ME,Kennebec County,16479
0500000US23013,23013,ME,Knox County,4376
0500000US23015,23015,ME,Lincoln County,3818
0500000US23017,23017,ME,Oxford County,7565
0500000US23019,23019,ME,Penobscot County,21460
0500000US23021,23021,ME,Piscataquis County,3136
0500000US23023,23023,ME,Sagadahoc County,3245
0500000US23025,23025,ME,Somerset County,9749
0500000US23027,23027,ME,Waldo County,5514
0500000US23029,23029,ME,Washington County,5615
0500000US23031,23031,ME,York County,16132
0500000US24001,24001,MD,Allegany County,11090
0500000US24003,24003,MD,Anne Arundel County,38816
0500000US24005,24005,MD,Baltimore County,72978
0500000US24009,24009,MD,Calvert County,5282
0500000US24011,24011,MD,Caroline County,4955
0500000US24013,24013,MD,Carroll County,8990
0500000US24015,24015,MD,Cecil County,10099
0500000US24017,24017,MD,Charles County,11536
0500000US24019,24019,MD,Dorchester County,5531
0500000US24021,24021,MD,Frederick County,16793
0500000US24023,24023,MD,Garrett County,3692
0500000US24025,24025,MD,Harford County,17769
0500000US24027,24027,MD,Howard County,16536
0500000US24029,24029,MD,Kent County,2565
0500000US24031,24031,MD,Montgomery County,71252
0500000US24033,24033,MD,Prince George's County,81629
0500000US24035,24035,MD,Queen Anne's County,3528
0500000US24037,24037,MD,St. Mary's County,9977
0500000US24039,24039,MD,Somerset County,4992
0500000US24041,24041,MD,Talbot County,3827
0500000US24043,24043,MD,Washington County,18771
0500000US24045,24045,MD,Wicomico County,17634
0500000US24047,24047,MD,Worcester County,5792
0500000US24510,24510,MD,Baltimore city,128752
0500000US25001,25001,MA,Barnstable County,15972
0500000US25003,25003,MA,Berkshire County,13182
0500000US25005,25005,MA,Bristol County,58070
0500000US25007,25007,MA,Dukes County,1302
0500000US25009,25009,MA,Essex County,81646
0500000US25011,25011,MA,Franklin County,6926
0500000US25013,25013,MA,Hampden County,74898
0500000US25015,25015,MA,Hampshire County,16535
0500000US25017,25017,MA,Middlesex County,117964
0500000US25019,25019,MA,Nantucket County,697
0500000US25021,25021,MA,Norfolk County,41497
0500000US25023,25023,MA,Plymouth County,39977
0500000US25025,25025,MA,Suffolk County,143799
0500000US25027,25027,MA,Worcester County,75902
0500000US26001,26001,MI,Alcona County,1657
0500000US26003,26003,MI,Alger County,1140
0500000US26005,26005,MI,Allegan County,10303
0500000US26007,26007,MI,Alpena County,4365
0500000US26009,26009,MI,Antrim County,2686
0500000US26011,26011,MI,Arenac County,2456
0500000US26013,26013,MI,Baraga County,1235
0500000US26015,26015,MI,Barry County,4932
0500000US26017,26017,MI,Bay County,15716
0500000US26019,26019,MI,Benzie County,1876
0500000US26021,26021,MI,Berrien County,25215
0500000US26023,26023,MI,Branch County,6969
0500000US26025,26025,MI,Calhoun County,21973
0500000US26027,26027,MI,Cass County,6579
0500000US26029,26029,MI,Charlevoix County,2981
0500000US26031,26031,MI,Cheboygan County,4486
0500000US26033,26033,MI,Chippewa County,5278
0500000US26035,26035,MI,Clare County,6496
0500000US26037,26037,MI,Clinton County,6509
0500000US26039,26039,MI,Crawford County,2892
0500000US26041,26041,MI,Delta County,5107
0500000US26043,26043,MI,Dickinson County,3195
0500000US26045,26045,MI,Eaton County,12005
0500000US26047,26047,MI,Emmet County,3841
0500000US26049,26049,MI,Genesee County,81761
0500000US26051,26051,MI,Gladwin County,4459
0500000US26053,26053,MI,Gogebic County,2809
0500000US26055,26055,MI,Grand Traverse County,8985
